state	presidential_year	abb	population_2020	fips	mrp_ideology_se	mrp_ideology	irt_ideology_unweighted	self_ideology	self_ideology_se	irt_ideology_unweighted_sd	irt_ideology_unweighted_se	sample_size	survey_period	demshare_pres
"California"	2008	"CA"	39538223	6	0.062113146540505516	-0.07141641898708423	-0.08821628069539131	3.0426736823330063	0.007496608223084533	1.046125185096931	0.006857368260371181	23273	"2004-2011"	0.622784495915854
"California"	2016	"CA"	39538223	6	0.03411120945709711	-0.11471973464705647	-0.1332694614824662	2.903524639587787	0.00800757486179033	0.9645969263110691	0.006904436136053248	19518	"2012-2016"	0.6612822054272989
"California"	2020	"CA"	39538223	6	0.03568446614317224	-0.19835607668503213	-0.19007980314955816	2.80104394270454	0.004573126248322236	0.9965287291734638	0.003968753872074736	63048	"2017-2021"	0.6490891136066756
"Colorado"	2008	"CO"	5773714	8	0.0641957352633945	0.013621987445683027	0.01745667818136886	3.204551201011378	0.017857332848937875	1.0466865820843076	0.016400589244018833	4073	"2004-2011"	0.5455063469317343
"Colorado"	2016	"CO"	5773714	8	0.03566037252696373	0.08115472144052403	0.09462017619264833	3.1451027811366385	0.019478119082145525	1.0412919556867513	0.017590997407105975	3504	"2012-2016"	0.5268333337268244
"Colorado"	2020	"CO"	5773714	8	0.03654399514603139	-0.056645789408375405	-0.043965829620724504	2.945253348864298	0.011149368327213296	1.0702698526922119	0.010120330912619407	11184	"2017-2021"	0.5693831949230015
"Connecticut"	2008	"CT"	3605944	9	0.06391569490840823	-0.158965753618461	-0.12386688683886296	3.0426898375519458	0.02111365384319758	1.0022238440185494	0.019045976888876385	2769	"2004-2011"	0.6131833824975418
"Connecticut"	2016	"CT"	3605944	9	0.035944685821701225	-0.1473301738328141	-0.12337694475292951	2.951891639420831	0.02170411671627175	0.9000660367190343	0.018547224060842745	2355	"2012-2016"	0.5714154751726364
"Connecticut"	2020	"CT"	3605944	9	0.037763235438981385	-0.18115427512248103	-0.15630660572089225	2.841624685138539	0.013347618810865422	0.9742271408417519	0.011642578400540156	7002	"2017-2021"	0.6019504908807785
"Delaware"	2008	"DE"	989948	10	0.06961067119288453	-0.04205225034527318	-0.01724782841723961	3.1385041551246537	0.039152824428069485	0.9606580960761065	0.03459725624240576	771	"2004-2011"	0.6263813864988855
"Delaware"	2016	"DE"	989948	10	0.043085849273917995	-0.016571391872346176	-0.06511000351981361	2.9616963064295487	0.039263415716405806	0.9061729144184587	0.032098291460952014	797	"2012-2016"	0.5599862144368122
"Delaware"	2020	"DE"	989948	10	0.040856325742931035	-0.07096432540287381	-0.07382042105921434	3.004880212954747	0.022917135517370783	0.9723796278750962	0.019537673520645133	2477	"2017-2021"	0.5962674416498447
"District of Columbia"	2008	"DC"	689545	11	0.07373799823155208	-0.553642932081617	-0.5853777205818266	2.492505353319058	0.04707517838916405	0.8640917011111233	0.03939919023432869	481	"2004-2011"	0.9340076833341566
"District of Columbia"	2016	"DC"	689545	11	0.04845590395532806	-0.4430315680337729	-0.5525664042961251	2.440501043841336	0.045604808188916185	0.7928135189636204	0.03534980761352287	503	"2012-2016"	0.9569518834185409
"District of Columbia"	2020	"DC"	689545	11	0.04309413179270751	-0.46909015807489246	-0.4480777632958392	2.3846153846153846	0.028561121165077613	0.9348441086137071	0.023555857390530708	1575	"2017-2021"	0.9446695384761944
"Florida"	2008	"FL"	21538187	12	0.06275118154972667	-0.0035606964040260335	0.05606848725064935	3.2449034515239186	0.00881368445716518	0.9856032517129979	0.00790686946561344	15538	"2004-2011"	0.514196600308993
"Florida"	2016	"FL"	21538187	12	0.03383396559110573	0.025769986181205153	0.0511389948453087	3.118709859552544	0.008698957967676441	0.9032084697957207	0.0073089377484771584	15271	"2012-2016"	0.4938116452722452
"Florida"	2020	"FL"	21538187	12	0.035747389525391166	0.0024035282570259546	0.026346452206925407	3.0412713575476	0.005163960100120846	0.9564268976070956	0.004281469014730564	49902	"2017-2021"	0.48305245337858443
"Georgia"	2008	"GA"	10711908	13	0.063614200236837	0.10115362509036087	0.12786910741044183	3.364671101256467	0.012871954198476572	0.9558717029275879	0.011335332553212814	7111	"2004-2011"	0.47371664489188214
"Georgia"	2016	"GA"	10711908	13	0.037085613401001825	0.1382865299570295	0.11072801743824857	3.1755219826854524	0.013841466358357089	0.8983637420487469	0.011172088449336592	6466	"2012-2016"	0.47338827400696787
"Georgia"	2020	"GA"	10711908	13	0.0354560952561235	0.060282278624765	0.07761057394916893	3.0965549204387455	0.008070825277771306	0.9601569319085508	0.006536975909511476	21574	"2017-2021"	0.5011932966290864
"Hawaii"	2008	"HI"	1455271	15	0.07227833682079841	-0.03483270756699137	-0.08021287300500116	3.0469667318982387	0.05067991200552413	1.030879169516849	0.044694280263140256	532	"2004-2011"	0.7299372587845542
"Hawaii"	2016	"HI"	1455271	15	0.04803380252500194	-0.06893233563358056	-0.15337948451504752	2.917369308600337	0.040173745680058645	0.892987772183281	0.03497210021370101	652	"2012-2016"	0.6744133745053545
"Hawaii"	2020	"HI"	1455271	15	0.040533975192712506	-0.20916093670733138	-0.1906774079331874	2.87432915921288	0.022102816461340987	0.9170203072246034	0.018340406144492068	2500	"2017-2021"	0.6503266464651488
"Idaho"	2008	"ID"	1839106	16	0.06826558493124418	0.2512127801892018	0.2343509494506548	3.4125093075204767	0.02864815628228935	0.9646009897112527	0.02573413299418161	1405	"2004-2011"	0.3697541019497945
"Idaho"	2016	"ID"	1839106	16	0.043483347728694215	0.323370081896858	0.3151558092505254	3.3816029143897994	0.03192943896231105	0.991746125385376	0.028725155258850305	1192	"2012-2016"	0.31689823319194416
"Idaho"	2020	"ID"	1839106	16	0.03947974307631979	0.27315189728562556	0.25186472899420587	3.3131672597864767	0.019424867777119444	1.0199350732536232	0.017512357106645643	3392	"2017-2021"	0.3412285707492213
"Illinois"	2008	"IL"	12812508	17	0.06251082196200566	-0.060889422925791026	-0.05566489321553398	3.094603524229075	0.011366137676186806	0.9866896692697867	0.010113645594749332	9518	"2004-2011"	0.6273426404455936
"Illinois"	2016	"IL"	12812508	17	0.03387216523587325	-0.045586886410887026	-0.07621113130794015	2.959486036449456	0.012291105419843401	0.9141061335803959	0.010032409679197116	8302	"2012-2016"	0.5902005139071148
"Illinois"	2020	"IL"	12812508	17	0.03550195019888037	-0.12129113219203955	-0.1032964553179997	2.9166565226212215	0.006944588314029376	0.9797130753428176	0.005948370628536016	27127	"2017-2021"	0.5865904373280693
"Indiana"	2008	"IN"	6785528	18	0.06360388393871232	0.14189725177440832	0.1332864897808565	3.3420507996237063	0.014366119949331171	0.9581138619457665	0.01282166479790909	5584	"2004-2011"	0.5052195344537809
"Indiana"	2016	"IN"	6785528	18	0.03517555872091853	0.15186212007424132	0.10939442507072598	3.1641905737704916	0.017207591198159053	0.9259581281202496	0.014044184564800022	4347	"2012-2016"	0.3988269047549193
"Indiana"	2020	"IN"	6785528	18	0.03643895491143882	0.0911126500750144	0.08289550892749946	3.1289368623391987	0.009574977437253721	0.9867890719676343	0.008004442905954489	15198	"2017-2021"	0.4180495199255704
"Iowa"	2008	"IA"	3190369	19	0.06615742075818024	0.08753933882807427	0.07984470076095822	3.250478743776331	0.021200265986607177	1.0196032382133384	0.019582423891836634	2711	"2004-2011"	0.5484877778946735
"Iowa"	2016	"IA"	3190369	19	0.03792179660302159	0.11857037531451861	0.06796869252831124	3.114903846153846	0.023578448487502058	0.9672965370735016	0.02045156943321956	2237	"2012-2016"	0.4493645215487965
"Iowa"	2020	"IA"	3190369	19	0.037221916971267525	0.043344457939296394	0.008912950649698126	3.0008605851979344	0.014261304176110249	0.9988346185598409	0.012487384038211691	6398	"2017-2021"	0.4581673691536295
"Kansas"	2008	"KS"	2937880	20	0.06459729504783253	0.11579659961574817	0.12869862344907462	3.297838899803536	0.020895673724924242	0.9572301993131008	0.01851124761156036	2674	"2004-2011"	0.42387724181090564
"Kansas"	2016	"KS"	2937880	20	0.03911090280007681	0.12237787072972446	0.12710394612302636	3.212800875273523	0.02387458823735044	0.9653405956796653	0.02152655508153487	2011	"2012-2016"	0.38888529657393334
"Kansas"	2020	"KS"	2937880	20	0.03759208908483368	0.06892470565911357	0.0797003477119351	3.1274211925560196	0.014759035211978905	0.9947521819437707	0.012921038984396352	5927	"2017-2021"	0.4250657174436865
"Kentucky"	2008	"KY"	4505836	21	0.06379949051815473	0.17854124004574073	0.15691666642568017	3.3405686334454296	0.018634328261597815	0.9299195775803051	0.015861915243246007	3437	"2004-2011"	0.4176657241229539
"Kentucky"	2016	"KY"	4505836	21	0.0366203118606505	0.21748018461801857	0.18761932132257594	3.217391304347826	0.02021199303893113	0.9035600644823041	0.01657978151017091	2970	"2012-2016"	0.34329370982490137
"Kentucky"	2020	"KY"	4505836	21	0.03696487085151882	0.13487269976778402	0.14995889734348622	3.1664945259243957	0.011312860158057885	0.9341701882527017	0.008974112416896975	10836	"2017-2021"	0.36799897099737033
"Louisiana"	2008	"LA"	4657757	22	0.0664702509308312	0.17565335321734815	0.23096030133161333	3.495361781076067	0.020288956997552107	0.9507602071788605	0.017862724881405175	2833	"2004-2011"	0.40542825838414637
"Louisiana"	2016	"LA"	4657757	22	0.040062012175082866	0.24387573741250007	0.2505502069356979	3.339828897338403	0.022926477538555104	0.9085528601991335	0.01884250856271333	2325	"2012-2016"	0.3982832276219221
"Louisiana"	2020	"LA"	4657757	22	0.036934582441741394	0.17623574902293093	0.18875277196674065	3.208710407239819	0.013270452783212722	0.934020525674933	0.010482708741771684	7939	"2017-2021"	0.4053555954370895
"Maine"	2008	"ME"	1362359	23	0.06875899592458858	-0.023404074348594817	-0.013061025250184911	3.1435472739820565	0.028644818691390198	1.005645062029654	0.02565120619328103	1537	"2004-2011"	0.588295249834076
"Maine"	2016	"ME"	1362359	23	0.04377370311098924	0.0027944236354930543	0.017866536901961428	3.0293594306049823	0.03280489750790411	0.9449814162296132	0.027021536443012775	1223	"2012-2016"	0.5159679112916253
"Maine"	2020	"ME"	1362359	23	0.0409130700903984	-0.044880429399201185	-0.026926254513559063	3.026977761574918	0.02111673328432977	1.0151866931374975	0.018494659951062243	3013	"2017-2021"	0.5467040458200397
"Maryland"	2008	"MD"	6177224	24	0.06359656073585813	-0.11873066945462799	-0.10508442766586502	3.0382513661202184	0.01669396937531939	0.9758217354131135	0.015059049124673618	4199	"2004-2011"	0.6293008729288553
"Maryland"	2016	"MD"	6177224	24	0.03765814693314157	-0.1058788172988343	-0.13815528695047802	2.9136608917921043	0.017633368720590754	0.9087206977733879	0.01476862676931345	3786	"2012-2016"	0.6401099550856516
"Maryland"	2020	"MD"	6177224	24	0.03590701704356732	-0.16372753621385427	-0.14015054669867036	2.8999423298731255	0.010589689034337631	0.9833764326281398	0.009257793764777813	11283	"2017-2021"	0.6702904704709234
"Massachusetts"	2008	"MA"	7029917	25	0.06326095818885855	-0.20651445653488862	-0.20866931029544858	2.907126436781609	0.016812107289790684	0.9803809076400118	0.014629292303113129	4491	"2004-2011"	0.6319707821335295
"Massachusetts"	2016	"MA"	7029917	25	0.0347126594580192	-0.21606219681754518	-0.2259627170294751	2.8106567534076827	0.01590270971880967	0.907570122751584	0.013718035333922208	4377	"2012-2016"	0.646512786896295
"Massachusetts"	2020	"MA"	7029917	25	0.03614275518802936	-0.2889718759835911	-0.2789418921970574	2.743895567242675	0.010160782192154392	0.9843297110297605	0.009160222255906167	11547	"2017-2021"	0.6711554954014815
"Michigan"	2008	"MI"	10077331	26	0.06232386723909216	0.020324372433176793	0.0033454809868168366	3.179440704298291	0.012152887161307774	0.9839751106426211	0.010818793971313663	8272	"2004-2011"	0.5837130157615452
"Michigan"	2016	"MI"	10077331	26	0.03380702482740738	0.06703680139515311	0.035402141027124884	3.0446791226645002	0.013331953666689343	0.91041949383694	0.011033969386791815	6808	"2012-2016"	0.4988233178303845
"Michigan"	2020	"MI"	10077331	26	0.036124390012798414	-0.009746001976021884	-0.017489032607832484	2.9787750464780003	0.0078075056904552765	0.9914544475373945	0.0067804537591524576	21381	"2017-2021"	0.5141355934440947
"Minnesota"	2008	"MN"	5706494	27	0.06408369003548786	0.010469593918452348	-0.0008415915239073917	3.142397055440534	0.016683240332386377	1.050828890553896	0.015602546351493853	4536	"2004-2011"	0.5522937499539273
"Minnesota"	2016	"MN"	5706494	27	0.0351720886985363	0.008039742614870022	-0.016475136847229514	3.006764705882353	0.019683758046157688	1.0205197336094773	0.016891762819402467	3650	"2012-2016"	0.5083169370718048
"Minnesota"	2020	"MN"	5706494	27	0.03688057814133607	-0.041755834790778434	-0.03883166903270508	2.9786391580702305	0.011418907278368355	1.056371443190032	0.010353100485070224	10411	"2017-2021"	0.5363951364856667
"Mississippi"	2008	"MS"	2961279	28	0.06970040630408712	0.17615547194648584	0.2412989244861689	3.4899049881235156	0.02581644661203141	0.9220662047671295	0.02199764676674998	1757	"2004-2011"	0.43358069007136163
"Mississippi"	2016	"MS"	2961279	28	0.045890334339207625	0.26332158356263147	0.2655640516071633	3.3371824480369514	0.0305497706141211	0.8965122180850044	0.023707632909356877	1430	"2012-2016"	0.4091015267593994
"Mississippi"	2020	"MS"	2961279	28	0.0381085749949021	0.22195785556974773	0.2256739674191598	3.2745358090185674	0.016544240797409102	0.8721855081321442	0.012137122898178676	5164	"2017-2021"	0.4161501417261114
"Missouri"	2008	"MO"	6154913	29	0.06384411106113476	0.11838019370679068	0.12057767470135324	3.307868601986249	0.015034268698327117	1.0010890334819351	0.013540599417818083	5466	"2004-2011"	0.4993242085032335
"Missouri"	2016	"MO"	6154913	29	0.034406086084069094	0.17224862624335469	0.13652073341372636	3.185882943983924	0.016893629946342935	0.9529583528538177	0.014443737517497113	4353	"2012-2016"	0.40181439004433933
"Missouri"	2020	"MO"	6154913	29	0.03585767370625211	0.11448977096563516	0.11756662234916568	3.1532587327990322	0.009696843436186285	1.0089316253171752	0.008308256485365593	14747	"2017-2021"	0.4216417935559855
"Montana"	2008	"MT"	1084225	30	0.07082715647047316	0.16036738864592234	0.1467496217360843	3.3226872246696035	0.03547627186328015	1.012628464424876	0.03297571983418551	943	"2004-2011"	0.4883059671605927
"Montana"	2016	"MT"	1084225	30	0.04546592365213941	0.28549597752839506	0.27081801653809323	3.279305354558611	0.042885861930086734	1.0234377732870552	0.03762232078618852	740	"2012-2016"	0.38890335682975563
"Montana"	2020	"MT"	1084225	30	0.042231440616101824	0.2006425519940953	0.14734640112488245	3.1219256933542647	0.025641132461096297	1.1350033658349354	0.024779606613816084	2098	"2017-2021"	0.41602819907951893
"Nebraska"	2008	"NE"	1961504	31	0.06611665889381191	0.18086681801718255	0.20142039426422853	3.3453355155482813	0.030333314881609928	0.9617805472986608	0.026861606101306387	1282	"2004-2011"	0.4239092557783436
"Nebraska"	2016	"NE"	1961504	31	0.04048255594570129	0.17167977393847278	0.16788844183210697	3.28988603988604	0.029502001279296714	0.9773828135523581	0.025185594812790365	1506	"2012-2016"	0.3645232588682243
"Nebraska"	2020	"NE"	1961504	31	0.03766346065182837	0.10243611401405425	0.09721232384220901	3.1656821378340365	0.01911440364403008	1.015536312888418	0.016259511071391352	3901	"2017-2021"	0.40215947753398273
"Nevada"	2008	"NV"	3104614	32	0.06500894999154432	0.04227836079697425	0.09202057875964387	3.236006683375104	0.022668288842895883	0.9875196338025942	0.019758297576378824	2498	"2004-2011"	0.563867381251961
"Nevada"	2016	"NV"	3104614	32	0.03864828891733622	0.04364330342687015	0.06677698889444944	3.0561848663343905	0.022596406594549825	0.9436775034208292	0.01933538051709335	2382	"2012-2016"	0.512937094199852
"Nevada"	2020	"NV"	3104614	32	0.03658691954087715	-0.03129170408004056	-0.038231182433418165	2.9578304896656955	0.013170471030139921	1.0150312459178312	0.011446831069001445	7863	"2017-2021"	0.512231173400438
"New Hampshire"	2008	"NH"	1377529	33	0.06412067114887054	-0.010158194289675702	-0.007106298434132296	3.1622874806800616	0.02917347343149274	0.9804355238772321	0.026753526242420618	1343	"2004-2011"	0.548685411201095
"New Hampshire"	2016	"NH"	1377529	33	0.04146534466389601	-0.03434015085972841	-0.042959036364623955	3.0457239627434376	0.029128666028161634	0.9257726955911076	0.02597780827470825	1270	"2012-2016"	0.501970284423807
"New Hampshire"	2020	"NH"	1377529	33	0.03931684536945728	-0.07192813212011667	-0.0817132794876046	2.90625	0.020753939175277562	1.0311475754067334	0.01954628477202803	2783	"2017-2021"	0.5374834772159505
"New Jersey"	2008	"NJ"	9288994	34	0.0632485158658762	-0.08514160903458416	-0.05605453713367463	3.1083633865704963	0.013929077649279241	0.9709223997459052	0.012445677601122898	6086	"2004-2011"	0.5786462987142394
"New Jersey"	2016	"NJ"	9288994	34	0.0353867826053412	-0.10981960026302427	-0.09616949591761055	2.936028853454822	0.014008931084671009	0.8810564732970765	0.011650476765864561	5719	"2012-2016"	0.5728419014290129
"New Jersey"	2020	"NJ"	9288994	34	0.03611348293700761	-0.16169510660041442	-0.13322019935809573	2.8965768833221865	0.008348516120486633	0.9790429643561764	0.007330005926771785	17840	"2017-2021"	0.5807128358679484
"New Mexico"	2008	"NM"	2117522	35	0.06758030672793795	-0.03729090533835114	-0.028265066647309187	3.130983692793267	0.025957379340668975	1.0392946553709095	0.023239334980615704	2000	"2004-2011"	0.5766490001879759
"New Mexico"	2016	"NM"	2117522	35	0.03970958147496141	0.040847414880740625	0.006438246046391901	3.0492537313432835	0.030538755451656237	1.0665266533380473	0.028243073128110804	1426	"2012-2016"	0.5465079493432411
"New Mexico"	2020	"NM"	2117522	35	0.038426536933134546	0.009891312622834419	-0.000698484750367718	3.0201342281879193	0.01854345428713869	1.0416688616246181	0.01643125285803792	4019	"2017-2021"	0.5551849015171975
"New York"	2008	"NY"	20201249	36	0.0628591892658433	-0.2205836094652334	-0.18746470927570352	2.969150641025641	0.009576419077115622	0.9764507930626195	0.008519591912260108	13136	"2004-2011"	0.6576385737978426
"New York"	2016	"NY"	20201249	36	0.03378264492530662	-0.16204734989352043	-0.1745506672656241	2.876758985390338	0.009752463287284392	0.8686058730984206	0.007865600042252846	12195	"2012-2016"	0.6341150649977537
"New York"	2020	"NY"	20201249	36	0.03535107479140843	-0.207388761709024	-0.17353274575081865	2.7949427308219357	0.005573388171192109	0.9347581864045096	0.004546992673729816	42262	"2017-2021"	0.6171683489301224
"North Carolina"	2008	"NC"	10439388	37	0.06470050509905546	0.056376707641296146	0.07579320344095727	3.29484375	0.01366160793332309	0.9757423567766814	0.011917033363625122	6704	"2004-2011"	0.5016596330006732
"North Carolina"	2016	"NC"	10439388	37	0.03471172457734812	0.09770423758338502	0.07164158580766826	3.1523316062176168	0.014121416858721224	0.9412513846034447	0.01183519350827541	6325	"2012-2016"	0.48096254196281285
"North Carolina"	2020	"NC"	10439388	37	0.03614492560224525	0.047243915314248694	0.06133427966930946	3.139152273076726	0.008000218744666433	0.9891156917774144	0.006773017649045862	21327	"2017-2021"	0.4931581746681328
"North Dakota"	2008	"ND"	779094	38	0.06985339587878821	0.16746994603447934	0.1329065625997494	3.29	0.04113532994657384	0.9348287346204492	0.03727406261937025	629	"2004-2011"	0.4559134371803188
"North Dakota"	2016	"ND"	779094	38	0.05283515016879225	0.24551312806599268	0.2246411288151538	3.2833787465940056	0.055210510891539846	0.9851383457548651	0.048593291024034896	411	"2012-2016"	0.30190757103480254
"North Dakota"	2020	"ND"	779094	38	0.04131809770230514	0.17409012808470078	0.1378381798016305	3.1647241647241646	0.02943848309404298	1.0042960654844868	0.02644716538625334	1442	"2017-2021"	0.3278259157710337
"Ohio"	2008	"OH"	11799448	39	0.06295511881525809	0.06785491941709529	0.06934325941484103	3.2116365090472856	0.010828548244821224	0.9796381120536127	0.00957489049288313	10468	"2004-2011"	0.5233384076225412
"Ohio"	2016	"OH"	11799448	39	0.033681480555230243	0.11984927307638168	0.0845866864599543	3.102939288923116	0.011884780752266375	0.9066929115229534	0.009824645681615264	8517	"2012-2016"	0.45732315422864095
"Ohio"	2020	"OH"	11799448	39	0.03544997764832616	0.038451426811114436	0.035781467006875	3.067104132489649	0.006732169815540034	0.9704596467419139	0.005744477028099635	28540	"2017-2021"	0.45923302352297285
"Oklahoma"	2008	"OK"	3959353	40	0.06543765926632628	0.24755775111564415	0.2474295424540854	3.456358164033108	0.020687632304256163	0.9712956307081869	0.018368887382974975	2796	"2004-2011"	0.343549188773065
"Oklahoma"	2016	"OK"	3959353	40	0.038994074401394414	0.2880253269525733	0.23542808988076375	3.307817589576547	0.026232437252754932	0.962118889944155	0.021519012829362354	1999	"2012-2016"	0.30695262761671865
"Oklahoma"	2020	"OK"	3959353	40	0.03699238607765523	0.15651321770504584	0.14660447591710543	3.1951833779316856	0.013933935618643072	0.9796969814020141	0.011506751125945168	7249	"2017-2021"	0.3305996050309349
"Oregon"	2008	"OR"	4237256	41	0.06319133371350805	-0.04856749023813479	-0.05567739724157211	3.0776672937382425	0.019154880774836187	1.0901609860811006	0.01749697092776099	3882	"2004-2011"	0.5841372117722718
"Oregon"	2016	"OR"	4237256	41	0.03609066890349769	-0.03806722311944147	-0.059098545842012025	2.9603960396039604	0.0200489679394207	1.0838680346853846	0.0179476886381148	3647	"2012-2016"	0.5615583894505436
"Oregon"	2020	"OR"	4237256	41	0.036491441158361	-0.16026176471450912	-0.17677444064758835	2.8153618906942395	0.012526651238993592	1.1003034535742304	0.01120602106900951	9641	"2017-2021"	0.5830715698544173
"Pennsylvania"	2008	"PA"	13002700	42	0.06261469372876004	0.02815632521672144	0.04492401095231698	3.211215436299423	0.009942279616875348	0.9772008604118899	0.008875945258012089	12121	"2004-2011"	0.5522970381548445
"Pennsylvania"	2016	"PA"	13002700	42	0.033857335613280796	0.06620024354009466	0.07022379124814061	3.0795601552393275	0.010820853397428231	0.8925404237938239	0.008812877166346622	10257	"2012-2016"	0.4962446419250984
"Pennsylvania"	2020	"PA"	13002700	42	0.03585059432934819	0.008511830924436987	0.03267268307958632	3.0643085673658015	0.006537782870263661	0.988959144977325	0.005634386021897242	30808	"2017-2021"	0.5058920525934906
"Rhode Island"	2008	"RI"	1097379	44	0.07052456573251613	-0.1165423372274996	-0.07503378185095275	3.045801526717557	0.03900118854602556	0.9583260745047677	0.03354812290334422	816	"2004-2011"	0.6419813750914577
"Rhode Island"	2016	"RI"	1097379	44	0.04281121771217048	-0.1577217912356311	-0.13578688575630704	2.825242718446602	0.037910745317081274	0.8505926992951054	0.02999809156645668	804	"2012-2016"	0.5831070409265982
"Rhode Island"	2020	"RI"	1097379	44	0.042140624700996235	-0.19982232527298854	-0.19145607433890666	2.8369214208826694	0.024419210786677425	0.9499224947757153	0.02100077671701565	2046	"2017-2021"	0.6059935988395926
"South Carolina"	2008	"SC"	5118425	45	0.06571523362761439	0.14036755215460478	0.15653674783402	3.391523713420787	0.01945354489151385	0.9602806152808695	0.017189026365388032	3121	"2004-2011"	0.4545557081079087
"South Carolina"	2016	"SC"	5118425	45	0.0382567299614272	0.21094233420947844	0.1904367911536097	3.3130369816959284	0.020396336398011475	0.8864067160500516	0.0162568194830214	2973	"2012-2016"	0.4253974363947598
"South Carolina"	2020	"SC"	5118425	45	0.036585720233235294	0.12859739533971998	0.13990800533095818	3.219562955254943	0.011348008895305106	0.95931648035282	0.009293625722432303	10655	"2017-2021"	0.44073391250417904
"South Dakota"	2008	"SD"	886667	46	0.07055900180561682	0.19594910789757145	0.17816375628855805	3.359078590785908	0.03839906892012377	0.9837433328665437	0.035428650737406295	771	"2004-2011"	0.45704292765884624
"South Dakota"	2016	"SD"	886667	46	0.048377796565535	0.2881451589893231	0.23805923179693578	3.314779270633397	0.047049652943718004	1.0171888748236027	0.04279345758996648	565	"2012-2016"	0.3402814192056875
"South Dakota"	2020	"SD"	886667	46	0.04359217895718922	0.22828411224912404	0.23824308410019898	3.303340149965917	0.028410365223905443	1.0461775800434743	0.025944490002537554	1626	"2017-2021"	0.365652201383185
"Tennessee"	2008	"TN"	6910840	47	0.06223913329206446	0.17942403809697482	0.1913844915356915	3.4054669703872436	0.01623437334784103	0.9725435583645085	0.01432691968997581	4608	"2004-2011"	0.4236852819764554
"Tennessee"	2016	"TN"	6910840	47	0.03645424680983387	0.24073214140228844	0.2167951687721248	3.2749150622876555	0.018209143758144898	0.9327553760930631	0.014936039632555192	3900	"2012-2016"	0.3637565695473801
"Tennessee"	2020	"TN"	6910840	47	0.03554208195247315	0.1532279338319668	0.18552225470711267	3.2604399107427477	0.010142631160970255	0.9891512834510886	0.008334886892002825	14084	"2017-2021"	0.38172229627933646
"Texas"	2008	"TX"	29145505	48	0.06339134812228345	0.12576163650612407	0.1480034747330842	3.3862324297188753	0.008501865778242274	0.9984111851629978	0.007741948106707834	16631	"2004-2011"	0.4406406324905928
"Texas"	2016	"TX"	29145505	48	0.033733747061402156	0.1346118860974621	0.13894059120053906	3.226933647428347	0.009672395288708053	0.9609548816915804	0.008158934700348808	13872	"2012-2016"	0.45286774422028014
"Texas"	2020	"TX"	29145505	48	0.035516943499813276	0.05203140528287219	0.07349324215183227	3.1191434253734793	0.005377738847859433	0.9693692624835095	0.004416730715678604	48170	"2017-2021"	0.4716927876322047
